postgres_id,accident_id,description,latitude,longitude,severity,timestamp,timezone,status_code
72291,A-36,Between US-31/IN-62 and Stansifer Ave/Exit 1 - Accident.,38.27401,-85.74844,3,2016-02-09 10:07:49,US/Eastern,201
72299,A-37,At M-50/Exit 17 - Accident.,41.95677,-83.67214,2,2016-02-09 11:09:49,US/Eastern,201
72307,A-38,At Camp Horne Rd/Exit 15 - Accident.,40.52225,-80.06666,2,2016-02-09 11:28:49,US/Eastern,201
72315,A-39,At Venture St/Exit 10 - Accident.,40.487814,-80.009439,2,2016-02-09 12:31:08,US/Eastern,201
72323,A-40,Closed at Gold Meadow Dr - Road closed due to accident.,40.156298,-83.018431,4,2016-02-09 15:33:59,US/Eastern,201
72331,A-41,Between 41st St/Exit 169 and OH-10/Lorain Ave/Exit 167 - Accident.,41.47461,-81.71181999999997,2,2016-02-09 17:12:40,US/Eastern,201
72339,A-42,At OH-59/Exit 21 - Accident.,41.0618,-81.54608,2,2016-02-09 17:13:58,US/Eastern,201
72347,A-43,Closed between IN-26 and IN-67 - Road closed due to accident.,40.45112,-85.15048,4,2016-02-09 18:20:58,US/Eastern,201
72355,A-44,Closed between IN-67 and IN-26 - Road closed due to accident.,40.35429,-85.14993,4,2016-02-09 18:20:58,US/Eastern,201
72363,A-45,Closed between Lindsey Rd and Bentonville Rd - Road closed due to accident.,39.75855,-85.13715,4,2016-02-09 22:37:48,US/Eastern,201
72371,A-46,Closed between Bentonville Rd and Lindsey Rd - Road closed due to accident.,39.74408,-85.13749,4,2016-02-09 22:37:48,US/Eastern,201
72379,A-47,Closed between US-33/Dublin Rd and Goodale St - Road closed due to accident.,39.965148,-83.020499,4,2016-02-10 06:17:32,US/Eastern,201
72387,A-48,Closed between Willshire and US-33/Rockford Rd - Road closed due to accident.,40.72813,-84.78965,4,2016-02-10 06:18:49,US/Eastern,201
72395,A-49,At Wilbur Wright Rd/Exit 131 - Accident.,39.85223,-85.25846999999997,2,2016-02-10 06:29:48,US/Eastern,201
72403,A-50,Between West Blvd/98th St/Exit 167 and 41st St/Exit 169 - Accident.,41.46747,-81.75909,2,2016-02-10 08:19:15,US/Eastern,201
72411,A-51,Between Irish Rd and Blystone Rd - Accident.,41.83193,-80.10143000000002,2,2016-02-10 08:35:27,US/Eastern,201
72419,A-52,At US-35/Albany St/Exit 52 - Accident.,39.744287,-84.204939,2,2016-02-10 08:44:31,US/Eastern,201
72427,A-53,At Dryden Rd/Exit 50 - Accident.,39.71548,-84.22033,3,2016-02-10 08:39:16,US/Eastern,201
72435,A-54,Between US-35/Albany St/Exit 52 and Edwin C Moses Blvd/Exit 51 - Accident.,39.7504,-84.20561,2,2016-02-10 08:39:16,US/Eastern,201
72443,A-55,Between James Whitcomb Riley Service Area and Eastpoint Barrier Toll Plaza - Accident.,41.72316,-84.96444,2,2016-02-10 08:48:06,US/Eastern,201
72451,A-56,Between Cooke Rd/Exit 115 and Morse Rd/Exit 116 - Accident.,40.04376,-82.99708000000003,2,2016-02-10 09:06:09,US/Eastern,201
72459,A-57,At KY-61/Grade Lane/Exit 130 - Accident.,38.1781,-85.71946,2,2016-02-10 09:06:09,US/Eastern,201
72467,A-58,Between US-31/US-60/Exit 8 and South Cane Run Rd/Exit 5 - Accident.,38.18577,-85.80678,2,2016-02-10 09:08:29,US/Eastern,201
72475,A-59,At Bank St/Exit 1 - Accident.,38.27191,-85.80838,3,2016-02-10 09:08:29,US/Eastern,201
72483,A-60,At I-70/US-40/Main St/Exit 43 - Accident.,39.923905,-82.87008,2,2016-02-10 09:18:13,US/Eastern,201
72491,A-61,At OH-619/Wooster Rd/Exit 17 - Accident.,41.035566,-81.569917,2,2016-02-10 09:34:38,US/Eastern,201
72499,A-62,Between US-40/Exit 62 and OH-54/Exit 66 - Accident.,39.9239,-83.68767,3,2016-02-10 10:18:13,US/Eastern,201
72507,A-63,At US-6/Exit 166 - Accident.,41.851914,-80.175232,2,2016-02-10 10:21:52,US/Eastern,201
72515,A-64,Between I-70/US-40/Main St/Exit 43 and US-33/Exit 46 - Accident.,39.93849,-82.84849,2,2016-02-10 10:47:49,US/Eastern,201
72523,A-65,At Talbott Rd - Accident.,38.96943,-80.1096,2,2016-02-10 11:09:08,US/Eastern,201
72531,A-66,At US-24/Detroit Ave/Exit 203 - Accident.,41.66805,-83.57063000000002,2,2016-02-10 11:55:16,US/Eastern,201
72539,A-67,At I-490/Exit 161 - Accident.,41.48339,-81.66297,2,2016-02-10 12:54:39,US/Eastern,201
72547,A-68,At Brainard Rd/Cedar Rd/Exit 32 - Accident.,41.50127,-81.4804,3,2016-02-10 13:34:10,US/Eastern,201
72555,A-69,Closed between OH-762/Duvall Rd and OH-752 - Road closed due to accident.,39.789093,-82.989106,4,2016-02-10 13:59:39,US/Eastern,201
72563,A-70,Closed between OH-44/Exit 200 and Vrooman Rd/Exit 205 - Road closed due to accident.,41.67073,-81.24561,4,2016-02-10 14:57:58,US/Eastern,201
72571,A-71,Closed between Vrooman Rd/Exit 205 and OH-44/Exit 200 - Road closed due to accident.,41.70846,-81.17636,4,2016-02-10 14:59:15,US/Eastern,201
72579,A-72,At 130th St/Bellaire Rd/Exit 242 - Accident. in the right lane.,41.44246,-81.78485,2,2016-02-10 15:31:15,US/Eastern,201
72587,A-73,At OH-48/Grand Ave/Exit 54 - Accident. in the right lane.,39.77128,-84.1923,2,2016-02-10 15:31:15,US/Eastern,201
72595,A-74,At Brainard Rd/Cedar Rd/Exit 32 - Accident. in the right lane.,41.50499,-81.47417,2,2016-02-10 15:31:15,US/Eastern,201
72603,A-75,Closed between US-19/Exit 30 and Ten Mile Rd/Exit 23 - Road closed due to accident.,40.109653,-80.2029,4,2016-02-10 16:06:41,US/Eastern,201
72611,A-76,At WV-25/Exit 50 - Accident.,38.38852,-81.7687,2,2016-02-10 17:01:25,US/Eastern,201
72619,A-77,Between OH-619/Wooster Rd/Exit 17 and Barber Rd/Exit 16 - Accident. in the left lane.,41.03572,-81.57809,2,2016-02-10 17:30:32,US/Eastern,201
72627,A-78,At 41st St/Exit 169 - Accident. in the right lane.,41.47487,-81.72095,2,2016-02-10 21:05:16,US/Eastern,201
72635,A-79,Closed at Ohio/Indiana State Line - Road closed due to accident.,41.62845,-84.80559000000002,4,2016-02-11 05:25:17,US/Eastern,201
72643,A-80,Closed at I-69/US-27/Exit 144 - Road closed due to accident.,41.62894,-84.80373,4,2016-02-11 05:25:17,US/Eastern,201
72651,A-81,At I-271/Exit 220 - Accident.,41.16102,-81.78573,3,2016-02-11 05:35:40,US/Eastern,201
72659,A-82,Closed between Indiana/Ohio State Line and I-69/US-27/Exit 144 - Road closed due to accident.,41.628232,-84.808858,4,2016-02-11 06:25:19,US/Eastern,201
72667,A-83,Closed between OH-49/Exit 2 and Indiana/Ohio State Line - Road closed due to accident.,41.62986,-84.76619000000002,4,2016-02-11 06:25:19,US/Eastern,201
72675,A-84,At I-75 - Accident.,39.74729,-84.21426,2,2016-02-11 06:26:40,US/Eastern,201
72683,A-85,At OH-176/OH-17/Exit 17 - Accident.,41.42099,-81.69051999999998,2,2016-02-11 06:35:24,US/Eastern,201
72691,A-86,At Grayton Rd/Exit 9 - Accident.,41.42318,-81.84674,3,2016-02-11 06:53:49,US/Eastern,201
72699,A-87,Between Crittenden and Visalia - Accident.,38.79691,-84.48273,3,2016-02-11 06:53:49,US/Eastern,201
72707,A-88,Between Visalia and Crittenden - Accident.,38.80878,-84.49638,3,2016-02-11 06:53:49,US/Eastern,201
72715,A-89,At I-265/Exit 121 - Accident.,38.30155,-85.85499,3,2016-02-11 07:22:41,US/Eastern,201
72723,A-90,Between Smith Rd and Tennis Club Rd - Accident.,38.33667,-81.65623000000002,2,2016-02-11 07:20:03,US/Eastern,201
72731,A-91,Between Tennis Club Rd and Smith Rd - Accident.,38.33614,-81.65623000000002,2,2016-02-11 07:20:03,US/Eastern,201
72739,A-92,At White Pond Dr/Mull Ave/Exit 132 - Accident.,41.0961,-81.58593,2,2016-02-11 07:29:07,US/Eastern,201
72747,A-93,At US-30/US-33/IN-930/Exit 109 - Accident.,41.12155,-85.18715999999998,3,2016-02-11 07:45:24,US/Eastern,201
72755,A-94,At US-19/Exit 67 - Accident.,38.829993,-80.667067,3,2016-02-11 07:45:23,US/Eastern,201
72763,A-95,At Henderson Rd - Accident.,40.05642,-83.03097,2,2016-02-11 07:47:57,US/Eastern,201
72771,A-96,At Broadway Ave/Forbes Rd/Exit 23 - Accident.,41.37717,-81.5139,2,2016-02-11 07:47:57,US/Eastern,201
72779,A-97,At OH-562/Exit 7 - Accident.,39.17397,-84.49031,2,2016-02-11 07:58:15,US/Eastern,201
72787,A-98,At Steve Whalen Blvd - Accident.,39.75513,-84.16614,2,2016-02-11 08:28:42,US/Eastern,201
72795,A-99,At OH-562/Exit 7 - Accident.,39.17397,-84.49031,2,2016-02-11 08:40:21,US/Eastern,201
72803,A-100,Between OH-21/Exit 136 and Cleveland Massillon Rd/Exit 135 - Accident.,41.12624,-81.65299,2,2016-02-11 08:42:57,US/Eastern,201
72811,A-101,At Smith Rd - Accident.,38.33667,-81.65623000000002,2,2016-02-11 08:47:51,US/Eastern,201
72819,A-102,At OH-261/E Tallmadge Ave - Accident.,41.10389,-81.5,2,2016-02-11 08:50:25,US/Eastern,201
72827,A-103,At US-22/OH-3/OH-561 - Accident.,39.16417,-84.45275,2,2016-02-11 09:06:59,US/Eastern,201
72835,A-104,Between US-23/Exit 23 and OH-315/Olentangy Riv Rd/Exit 22 - Accident.,40.11184,-83.00883,2,2016-02-11 09:37:48,US/Eastern,201
72843,A-105,At US-31/IN-131/Exit 4 - Accident.,38.31922,-85.75301999999998,2,2016-02-11 09:41:40,US/Eastern,201
72851,A-106,At US-50/Exit 1 - Accident.,39.09881,-84.50801,3,2016-02-11 10:33:42,US/Eastern,201
72859,A-107,Between 41st St/Exit 169 and I-71/I-90/OH-176/Exit 170 - Accident.,41.473859,-81.708409,3,2016-02-11 10:33:42,US/Eastern,201
72867,A-108,At Exit 18 - Accident.,41.039988,-81.565332,2,2016-02-11 11:42:07,US/Eastern,201
72875,A-109,At I-69/US-27/Exit 144 - Accident.,41.73565,-84.99082,3,2016-02-11 12:02:32,US/Eastern,201
72883,A-110,At Sharon Rd/Exit 15 - Accident.,39.26566,-84.43965,2,2016-02-11 11:58:42,US/Eastern,201
72891,A-111,At McKinley Ave/Exit 164 - Accident.,41.46981,-81.81104,2,2016-02-11 12:12:31,US/Eastern,201
72899,A-112,At OH-21/Brecksville Rd/Exit 145 - Accident.,41.25666,-81.63157,2,2016-02-11 13:25:43,US/Eastern,201
72907,A-113,At I-279/Exit 72 - Accident.,40.58919,-80.09885,2,2016-02-11 13:30:58,US/Eastern,201
72915,A-114,Between Arlington St and I-77/OH-8/Exit 23 - Accident.,41.06356,-81.49078,2,2016-02-11 13:56:40,US/Eastern,201
72923,A-115,At I-77/OH-8/Exit 23 - Accident.,41.06218,-81.50595,2,2016-02-11 13:56:40,US/Eastern,201
72931,A-116,At OH-562/Exit 7 - Accident.,39.17736,-84.4873,2,2016-02-11 14:53:15,US/Eastern,201
72939,A-117,At US-114/Greenbrier St/Exit 99 - Accident.,38.33956,-81.60991999999997,2,2016-02-11 15:08:42,US/Eastern,201
72947,A-118,At I-71/I-90/OH-176/Exit 170 - Accident. in the right lane.,41.47889,-81.6934,2,2016-02-11 15:34:43,US/Eastern,201
72955,A-119,At I-279/Exit 72 - Accident.,40.58919,-80.09885,2,2016-02-11 16:56:28,US/Eastern,201
72963,A-120,Ramp to Exit 155 - Accident.,41.41119000000001,-81.64414000000002,2,2016-02-11 17:02:59,US/Eastern,201
72971,A-121,At OH-126/Exit 14 - Accident. in the middle lane.,39.24907,-84.44561999999998,2,2016-02-11 17:15:22,US/Eastern,201
72979,A-122,At US-42/Exit 46 - Accident. in the middle lane.,39.28775,-84.40073000000002,2,2016-02-11 17:15:22,US/Eastern,201
72987,A-123,Between OH-252/Columbia Rd/Exit 159 and Crocker Rd/Exit 156 - Accident.,41.47379,-81.89631,2,2016-02-11 17:16:39,US/Eastern,201
72995,A-124,At Eddy Rd/Exit 178 - Accident. in the right lane.,41.54941,-81.60676,2,2016-02-11 17:16:39,US/Eastern,201
73003,A-125,At KY-236/Exit 184 - Accident. in the left lane.,39.03347,-84.603,2,2016-02-11 18:01:57,US/Eastern,201
73011,A-126,At I-75 - Accident. in the middle lane.,39.74903,-84.20106,2,2016-02-11 18:34:41,US/Eastern,201
73019,A-127,Ramp to Exit 101 - Accident. in the left lane.,39.89473,-83.044,2,2016-02-11 18:33:23,US/Eastern,201
73027,A-128,At OH-4/Paddock Rd/Exit 9 - Accident. in the right lane.,39.19641,-84.47331,2,2016-02-11 19:11:02,US/Eastern,201
73035,A-129,At Davis St/Wyoming Ave/Exit 12 - Accident. in the right lane.,39.22461,-84.45364000000002,2,2016-02-11 19:12:21,US/Eastern,201
73043,A-130,At OH-561/Exit 6 - Accident. in the right lane.,39.15306,-84.44283,2,2016-02-11 19:16:19,US/Eastern,201
73051,A-131,At I-670/Spring St/Long St/Exit 109A - Accident. in the right lane.,39.97262,-82.98368,2,2016-02-11 19:21:41,US/Eastern,201
73059,A-132,Closed at Perry Ln - Road closed due to accident.,40.535447,-80.03596,4,2016-02-11 19:57:31,US/Eastern,201
73067,A-133,Closed at Schars Ln - Road closed due to accident.,40.529455,-80.03506999999998,4,2016-02-11 19:57:31,US/Eastern,201
73075,A-134,At I-77/19th St/Exit 172 - Accident. in the right lane.,41.49647,-81.67733,2,2016-02-11 19:58:48,US/Eastern,201
73083,A-135,At Arlington St - Accident. in the left lane.,41.0634,-81.49079,2,2016-02-11 20:09:17,US/Eastern,201
73091,A-136,At US-35/Albany St/Exit 52 - Accident. in the left lane.,39.74284,-84.20479,2,2016-02-11 20:58:41,US/Eastern,201
73099,A-137,At Crocker Rd/Exit 156 - Accident.,41.46822,-81.9476,2,2016-02-12 10:07:44,US/Eastern,201
73107,A-138,Closed between M-50/Dixie Hwy/Exit 15 and Nadeau Rd/Exit 18 - Road closed due to accident.,41.92479,-83.36026,4,2016-02-12 16:15:51,US/Eastern,201
73115,A-139,Closed at US-19/Exit 15 - Road closed due to accident.,41.184738,-80.432713,4,2016-02-12 19:29:53,US/Eastern,201
73123,A-140,Closed between US-35/IN-28/Exit 45 and IN-26/Exit 55 - Road closed due to accident.,40.27317,-85.5577,4,2016-02-12 22:22:57,US/Eastern,201
73131,A-141,Closed between US-35 and Charles Rd - Road closed due to accident.,39.98264,-85.14301999999998,4,2016-02-12 22:26:48,US/Eastern,201
73139,A-142,Closed between US-35/IN-28/Exit 45 and IN-26/Exit 55 - Road closed due to accident.,40.27317,-85.5577,4,2016-02-12 22:28:05,US/Eastern,201
73147,A-143,Closed between IN-26/Exit 55 and US-35/IN-28/Exit 45 - Road closed due to accident.,40.42667,-85.54968000000002,4,2016-02-12 22:28:05,US/Eastern,201
73155,A-144,Closed between Charles Rd and US-35 - Road closed due to accident.,39.97527,-85.14018,4,2016-02-12 22:26:48,US/Eastern,201
73163,A-145,Between I-71/US-50/Exit 1 and 8 Mile Rd/Exit 59 - Accident. in the left lane.,39.09889,-84.52118,2,2016-02-12 23:04:14,US/Eastern,201
73171,A-146,Between I-71/Exit 173 and I-71/US-50/Exit 1 - Accident. in the left lane.,38.88012,-84.62527,2,2016-02-12 23:04:14,US/Eastern,201
73179,A-147,Between KY-80/Exit 41 and I-71/Exit 173 - Accident. in the left lane.,38.79256,-84.60423,2,2016-02-12 23:04:14,US/Eastern,201
73187,A-148,Closed between US-35/Albany St/Exit 52 and OH-48/Grand Ave/Exit 54 - Road closed due to accident.,39.74284,-84.20479,4,2016-02-13 04:56:20,US/Eastern,201
73195,A-149,At Coraopolis Rd - Accident.,40.484222,-80.13755400000002,3,2016-02-13 07:14:41,US/Eastern,201
73203,A-150,Between PA-173/Exit 24 and I-79/Exit 19 - Accident.,41.20104,-80.06859,3,2016-02-13 09:13:49,US/Eastern,201
73211,A-151,Closed between US-52/Exit 71 and Five Mile Rd/Exit 69 - Road closed due to accident.,39.05528,-84.39072,4,2016-02-13 16:00:59,US/Eastern,201
73219,A-152,Closed at US-20/OH-120/Central/Exit 13 - Road closed due to accident.,41.623325,-83.692226,4,2016-02-13 18:06:41,US/Eastern,201
73227,A-153,At Siebert Rd - Accident.,40.53024,-80.00957,3,2016-02-13 18:48:40,US/Eastern,201
73235,A-154,Closed between Morse Rd/Exit 116 and Cooke Rd/Exit 115 - Road closed due to accident.,40.06527,-82.99591,4,2016-02-13 22:20:43,US/Eastern,201
73243,A-155,Closed between I-279/Exit 70C and Grant St/Exit 71A - Road closed due to accident.,40.43954,-80.00971,4,2016-02-14 03:58:33,US/Eastern,201
73251,A-156,Closed between Ridge Rd/Exit 15 and Tiedeman Rd/Exit 13 - Road closed due to accident.,41.422004,-81.730092,4,2016-02-14 05:26:58,US/Eastern,201
73259,A-157,Closed between US-421/Exit 132 and US-421/Exit 123 - Road closed due to accident.,39.3638,-85.51659000000002,4,2016-02-14 16:30:40,US/Eastern,201
73267,A-158,Closed between IN-9/Exit 104 and IN-109/Exit 115 - Road closed due to accident.,39.82083,-85.7749,4,2016-02-14 16:38:40,US/Eastern,201
73275,A-159,At IN-67/IN-9/Exit 22 - Accident.,40.0366,-85.72561999999998,3,2016-02-14 17:40:17,US/Eastern,201
73283,A-160,Closed between Hoke Rd/Exit 26 and I-75/Exit 33 - Road closed due to accident.,39.855691,-84.29079200000002,4,2016-02-14 18:02:32,US/Eastern,201
73291,A-161,At IN-67/IN-9/Exit 22 - Accident.,40.049152,-85.682047,3,2016-02-14 18:03:51,US/Eastern,201
73299,A-162,Closed between IN-109/Exit 115 and IN-9/Exit 104 - Road closed due to accident.,39.83939,-85.55752,4,2016-02-14 18:25:41,US/Eastern,201
73307,A-163,Closed between PA-917/Exit 32 and PA-481/Exit 35 - Road closed due to accident.,40.13386,-80.00666,4,2016-02-15 02:01:29,US/Eastern,201
73315,A-164,Closed between I-279/Exit 70C and Grant St/Exit 71A - Road closed due to accident.,40.43954,-80.00971,4,2016-02-15 03:06:11,US/Eastern,201
73323,A-165,Closed between PA-917/Exit 32 and PA-481/Exit 35 - Road closed due to accident.,40.13386,-80.00666,4,2016-02-15 04:32:48,US/Eastern,201
73331,A-166,Closed between McIlvaine Rd/Exit 31 and PA-481/Exit 35 - Road closed due to accident.,40.13386,-80.00666,4,2016-02-15 05:10:51,US/Eastern,201
73339,A-167,Between I-71 and US-23/Third St/Fourth St/Exit 4 - Accident.,39.97859,-82.9763,2,2016-02-15 05:45:22,US/Eastern,201
73347,A-168,At US-40/Broad St/Exit 97 - Accident.,39.95459,-83.04255,2,2016-02-15 06:15:54,US/Eastern,201
73355,A-169,At Acton Rd/Exit 99 - Accident.,39.68291,-85.97372,4,2016-02-15 06:18:26,US/Eastern,201
73363,A-170,At Blue Lick Rd/Exit 16 - Accident.,38.49304,-85.77156,2,2016-02-15 06:37:42,US/Eastern,201
73371,A-171,At IN-111/Grant Line Rd/Exit 3 - Accident.,38.33428,-85.82177,4,2016-02-15 06:57:57,US/Eastern,201
73379,A-172,Between Kinnear Rd and I-670 E - Accident.,39.99921,-83.02875,2,2016-02-15 07:01:46,US/Eastern,201
73387,A-173,At IN-160/Exit 19 - Accident.,38.53844,-85.77702,3,2016-02-15 07:13:27,US/Eastern,201
73395,A-174,At KY-61/Grade Lane/Exit 130 - Accident.,38.1781,-85.71946,2,2016-02-15 07:14:44,US/Eastern,201
73403,A-175,Between US-23/High St/Exit 52 and I-71/Exit 55 - Accident.,39.87433,-82.99882,2,2016-02-15 07:14:44,US/Eastern,201
73411,A-176,Closed between County Road 500 E and County Road 700 E - Road closed due to accident.,41.39546,-85.32855,4,2016-02-15 07:34:04,US/Eastern,201
73419,A-177,Closed between County Road 700 E and County Road 500 E - Road closed due to accident.,41.39469,-85.28893000000002,4,2016-02-15 07:34:04,US/Eastern,201
73427,A-178,At Elm Ave/Exit 14 - Accident.,41.90473,-83.36986,3,2016-02-15 07:34:04,US/Eastern,201
73435,A-179,Closed between OH-709 and Wren Landeck Rd - Road closed due to accident.,40.77137000000001,-84.62203000000002,4,2016-02-15 08:54:54,US/Eastern,201
73443,A-180,Closed between Wren Landeck Rd and OH-709 - Road closed due to accident.,40.80059,-84.61374,4,2016-02-15 08:54:54,US/Eastern,201
73451,A-181,Between US-23/High St/Exit 52 and I-71/Exit 55 - Accident.,39.87433,-82.99882,2,2016-02-15 10:06:20,US/Eastern,201
73459,A-182,Closed between Glenmore Rd and Wren Landeck Rd - Road closed due to accident.,40.78593,-84.61787,4,2016-02-15 10:56:40,US/Eastern,201
73467,A-183,Closed between Wren Landeck Rd and Glenmore Rd - Road closed due to accident.,40.80059,-84.61374,4,2016-02-15 10:56:40,US/Eastern,201
73475,A-184,At I-475/Exit 204 - Accident.,41.67487,-83.57266,2,2016-02-15 11:21:10,US/Eastern,201
73483,A-185,Between OH-2/OH-254/Detroit Rd/Exit 161 and McKinley Ave/Exit 164 - Accident.,41.47376,-81.86113,2,2016-02-15 12:26:40,US/Eastern,201
73491,A-186,At US-31/IN-131/Exit 4 - Accident.,38.33465,-85.75389,3,2016-02-15 13:03:46,US/Eastern,201
73499,A-187,Between US-52/Hopple St/Exit 3 and Western Hills Viad/Exit 2 - Accident.,39.14014,-84.53495,2,2016-02-15 14:07:41,US/Eastern,201
73507,A-188,At Burr Oak Rd - Accident.,41.80143,-85.34888000000002,3,2016-02-15 14:48:00,US/Eastern,201
73515,A-189,At US-42/Exit 234 - Accident.,41.35761,-81.81988,2,2016-02-15 16:21:40,US/Eastern,201
73523,A-190,At Cin-Day Rd/Exit 21 - Accident.,39.34392,-84.39043000000002,2,2016-02-15 16:38:32,US/Eastern,201
73531,A-191,At US-62/OH-3/Exit 94 - Accident.,39.816154,-83.18010500000003,2,2016-02-15 19:02:45,US/Eastern,201
73539,A-192,Closed between US-421 and IN-3 - Road closed due to accident.,38.824929,-85.47449499999998,4,2016-02-15 20:46:40,US/Eastern,201
73547,A-193,Closed between IN-3 and US-421 - Road closed due to accident.,38.82415,-85.63794,4,2016-02-15 20:46:40,US/Eastern,201
73555,A-194,Closed between IN-18 and IN-218 - Road closed due to accident.,40.593244,-85.150017,4,2016-02-15 23:04:19,US/Eastern,201
73563,A-195,Closed between IN-218 and IN-18 - Road closed due to accident.,40.600487,-85.150502,4,2016-02-15 23:04:19,US/Eastern,201
73571,A-196,Closed between US-19/Exit 15 and I-376/PA-760/Exit 4 - Road closed due to accident.,41.19362,-80.2374,4,2016-02-15 23:51:06,US/Eastern,201
73579,A-197,Closed between IN-18 and E County Road 1200 S - Road closed due to accident.,40.55267,-85.14974000000002,4,2016-02-16 00:29:59,US/Eastern,201
73587,A-198,Closed between E County Road 1200 S and IN-18 - Road closed due to accident.,40.56744000000001,-85.14993,4,2016-02-16 00:29:59,US/Eastern,201
73595,A-199,Closed between OH-541/CR-831/Exit 54 and US-36/Exit 65 - Road closed due to accident.,40.14212,-81.55153,4,2016-02-16 02:45:16,US/Eastern,201
